ims_org_id,business_name,ttl_license_beds,ttl_census_beds,ttl_staffed_beds,bed_cluster_id
INS00006742,VA Palo Alto Health Care System,925,765,925,7
INS00006743,Wilmington VA Medical Center,120,120,120,2
INS00006744,James E Van Zandt VA Medical Center,68,68,68,1
INS00006745,Veterans Affairs Medical Center Butler,162,65,153,1
INS00006746,Wilkes Barre VA Medical Center,244,139,184,2
INS00006747,Erie Veterans Affairs Medical Center,78,40,65,1
INS00006749,Department of Veterans Affairs Philadelphia VA Medical Center,1014,493,900,5
INS00006750,Lebanon VA Medical Center,186,159,185,2
INS00006751,Louis A Johnson VA Medical Center,107,87,99,1
INS00006752,VA Pittsburgh Healthcare System Highland Drive Division,175,150,175,2
INS00006753,VA Pittsburgh Health Care System University Drive Division,146,146,146,2
INS00006754,Malcolm Randall VA Medical Center,285,285,285,3
INS00006755,West Palm Beach Veterans Affairs Medical Center,304,87,252,1
INS00006756,James A Haley VA Hospital,550,96,504,1
INS00006757,Bay Pines VA Health Care System,569,455,455,5
INS00006758,Lake City Veterans Affairs Medical Center,312,82,287,1
INS00006759,Miami VA Healthcare System,316,243,316,3
INS00006760,Minneapolis VA Medical Center,371,371,371,4
INS00006761,Saint Cloud Veterans Affairs Healthcare Systems,408,210,408,3
INS00006762,VA Medical Center,103,103,103,2
INS00006763,The VA Black Hills Health Care System,131,131,131,2
INS00006764,The VA Black Hills Health Care System,353,195,353,2
INS00006765,Fargo VA Health Care System,109,73,109,1
INS00006766,Bath VA Medical Center,683,277,400,3
INS00006768,Syracuse VA Medical Center,153,153,153,2
INS00006769,VA Western New York Healthcare System at Buffalo,123,118,118,2
INS00006770,Kindred Hospital Arizona Phoenix,58,20,58,1
INS00006771,Kindred Hospital San Diego,70,40,70,1
INS00006772,Kindred Hospital San Francisco Bay Area,99,65,99,1
INS00006773,Kindred Hospital South Florida Coral Gables,53,47,53,1
INS00006774,Kindred Hospital South Florida Fort Lauderdale,70,58,70,1
INS00006775,Parkview LaGrange Hospital,25,20,25,1
INS00006776,Vibra Hospital of Southeastern Michigan,220,30,50,1
INS00006777,Kindred Hospital Kansas City,167,69,100,1
INS00006778,Kindred Hospital Chattanooga,49,39,49,1
INS00006779,Kindred Hospital Dallas,110,50,110,1
INS00006780,Kindred Hospital Houston,110,74,94,1
INS00006781,Kindred Hospital Ontario,91,85,91,1
INS00006782,Kindred Hospital Louisville,162,150,162,2
INS00006784,Kindred Hospital Boston,59,25,59,1
INS00006785,Kindred Hospital Denver,68,40,68,1
INS00006786,Kindred Hospital Los Angeles,81,78,81,1
INS00006787,Kindred Hospital Pittsburgh,63,42,63,1
INS00006788,Kindred Hospital Tucson,51,30,40,1
INS00006789,Kindred Hospital Brea,48,36,48,1
INS00006790,Kindred Hospital Seattle Northgate,80,32,80,1
INS00006791,Artesia General Hospital,49,12,49,1
INS00006792,Yoakum Community Hospital,25,15,25,1
INS00006793,Via Christi Health,907,400,460,4
INS00006794,"Kay County Oklahama Hospital Company, LLC",140,62,65,1
INS00006795,Saint Rose Hospital,217,116,217,2
INS00006796,Via Christi Hospital Pittsburg,188,60,188,1
INS00006797,Mercy Regional Health Center,150,124,150,2
INS00006798,Rochester General Hospital,528,467,528,5
INS00006801,Newark Wayne Community Hospital,180,100,180,1
INS00006802,Virtua West Jersey Hospital Berlin,95,70,95,1
INS00006804,Virtua West Jersey Hospital Marlton,188,130,177,2
INS00006805,Virtua Health Voorhees,368,308,368,4
INS00006806,Virtua Memorial Hospital Burlington County,433,280,359,3
INS00006807,North Carolina Baptist Hospital,872,575,872,6
INS00006808,"HMC CAH Consolidated, Inc",22,10,22,1
INS00006809,Pioneer Community Hospital of Stokes,53,37,53,1
INS00006810,The Brenner Childrens Hospital,160,95,160,1
INS00006811,Wake Forest Baptist Health Lexington Hospital,94,75,86,1
INS00006812,WakeMed Raleigh Campus,515,490,515,5
INS00006813,WakeMed Cary Hospital,156,86,156,1
INS00006814,Renown Regional Medical Center,732,352,519,4
INS00006815,Wellmont Bristol Regional Medical Center,348,258,313,3
INS00006816,Wellmont Holston Valley Medical Center,505,365,365,4
INS00006817,Wellmont Lonesome Pine Hospital,60,23,47,1
INS00006818,Saint Ritas Medical Center,453,362,375,4
INS00006819,Paulding County Hospital,25,9,25,1
INS00006820,Westchester County Healthcare Corporation,643,538,643,6
INS00006821,Maria Fareri Childrens Hospital,102,75,102,1
INS00006824,Western Pennsylvania Hospital Forbes Regional Campus,350,213,310,3
INS00006825,Allegheny General Hospital,661,393,403,4
INS00006826,The Western Pennsylvania Hospital,292,100,250,1
INS00006828,Canonsburg General Hospital,104,54,58,1
INS00006829,"Alle-Kiski Medical Center, INC",228,137,143,2
INS00006830,West Suburban Hospital,234,189,202,2
INS00006831,Jackson Madison County General Hospital,635,400,594,4
INS00006832,Humboldt General Hospital,62,40,62,1
INS00006833,Gibson General Hospital,77,45,77,1
INS00006834,Bolivar General Hospital,51,11,51,1
INS00006835,Camden General Hospital,25,12,25,1
INS00006836,Milan General Hospital,70,37,70,1
INS00006837,Beaumont Hospital Royal Oak,975,781,822,7
INS00006838,Beaumont Hospital Troy,394,298,315,3
INS00006839,Willis-Knighton Medical Center,369,199,369,2
INS00006840,Willis Knighton South and Center for Womens Health,153,120,153,2
INS00006841,Willis-Knighton Bossier Health Center,166,120,166,2
INS00006842,"Western Louisiana Hospital Company, LLC",159,75,159,1
INS00006843,Willis-Knighton Pierremont Health Center,206,156,189,2
INS00006844,South Nassau Communites Hospital,441,317,317,4
INS00006845,Winthrop University Hospital,591,420,443,5
INS00006846,Saint Joseph Hospital,203,97,203,1
INS00006847,WVHCS Hospital,392,249,372,3
INS00006849,Yale New Haven Hospital,580,452,485,5
INS00006850,"Bridgeport Hospital and Healthcare Services, Inc",425,290,334,3
INS00006851,Greenwich Hospital,174,137,174,2
INS00006857,McLean Hospital Corporation,177,149,177,2
INS00006860,Richard H Young Hospital,61,35,61,1
INS00006863,The Deaconess Center,242,240,242,3
INS00006869,Spalding Rehabilitation Hospital,100,50,100,1
INS00006870,Saint Davids Healthcare Partnership,64,50,64,1
INS00006872,Coliseum Center for Behavioral Health,60,14,44,1
INS00006874,Riveredge Hospital,210,150,210,2
INS00006875,Alexian Brothers Behavioral Health Hospital,141,95,127,1
INS00006878,Dominion Hospital,100,75,100,1
INS00006880,Riverside Behavioral Health Center,147,100,147,1
INS00006881,"HHC River Park Hospital, Inc",165,110,165,2
INS00006882,The Acadia Hospital,100,50,62,1
INS00006883,University Behavioral Center,112,95,112,1
INS00006886,CHRISTUS Santa Rosa Rehabilitation Hospital,36,35,36,1
INS00006888,Bryn Mawr Rehabilitation Hospital,148,127,148,2
INS00006890,Medstar National Rehabilitation Hospital,128,103,128,2
INS00006894,Mercy Living Center South,97,80,97,1
INS00006896,Colfax General Long Term Care,33,33,33,1
INS00006897,Jackson Memorial Hospital Mental Health Center,239,155,239,2
INS00006900,Banner Behavorial Health Hospital Scottsdale,96,89,96,1
INS00006903,Spartanburg Hospital for Restorative Care,97,50,80,1
INS00006904,Sutter Center for Psychiatry,69,60,69,1
INS00006905,Sutter Health Pacific,88,55,88,1
INS00006906,Saint Lukes Behavioral Health Center,124,114,124,2
INS00006909,Friends Hospital,192,178,192,2
INS00006911,First Hospital Wyoming Valley,103,90,103,1
INS00006912,Our Lady of Peace Hospital,416,240,246,3
INS00006926,HealthSouth Lakeshore Rehabilitation Hospital,100,95,100,1
INS00006939,HealthSouth Rehabilitation Hospital,39,25,39,1
INS00006950,"Rebound, LLC",70,62,70,1
INS00006957,HealthSouth Rehabilitation Hospital of Montgomery,70,64,70,1
INS00006968,HealthSouth Valley of the Sun Rehabilitation Hospital,75,60,75,1
INS00006984,HealthSouth Scottsdale Rehabilitation Hospital,60,48,60,1
INS00006992,HealthSouth Rehabilitation Institute of Tucson,80,65,80,1
INS00006995,HealthSouth Rehabilitation Hospital of Southern Arizona,60,52,60,1
INS00007006,HealthSouth Rehabilitation Hospital of Fayetteville,60,50,60,1
INS00007008,HealthSouth Rehabilitation Hospital,80,63,80,1
INS00007014,HealthSouth Rehabilitation Hospital of Jonesboro,67,55,67,1
INS00007025,Saint Vincent Rehabilitation Hospital North,60,44,60,1
INS00007157,HealthSouth Rehabilitation Hospital of Colorado Springs,56,23,56,1
INS00007229,Sinai Plaza Rehabilitation and Nursing Center,150,140,150,2
INS00007232,Saint Joseph of the Pines Health Center,152,122,152,2
INS00007233,ManorCare Health Services at Mercy Fitzgerald,120,115,120,2
INS00007234,Southwestern Group Ltd,118,95,95,1
INS00007236,Our Lady of Mercy Life Center,160,156,160,2
INS00007237,Saint Peters Nursing and Rehabilitation Center,160,153,160,2
INS00007238,Adirondack Medical Center Uihlein Skilled Nursing Facility,157,120,157,2
INS00007239,Adirondack Medical Center Mercy,60,60,60,1
INS00007240,Mount Saint Vincent Care Center,125,123,125,2
INS00007242,Farren Care Center,122,122,122,2
INS00007243,Father Baker Manor,160,150,160,2
INS00007244,McAuley Residence,160,157,160,2
INS00007245,Schoellkopf Health Center,120,117,120,2
INS00007246,Saint Catherine Laboure Health Care Center,80,79,80,1
INS00007248,Saint Francis of Williamsville,142,120,142,2
INS00007252,Harbourwood Health and Rehabilitation Center,120,105,120,2
INS00007259,Saint Mary Home,256,250,256,3
INS00007269,Mercy Medical Care,128,118,128,2
INS00007270,Mercy Medical,119,107,119,2
INS00007277,Mease Continuing Care,100,88,100,1
INS00007295,Crowne Health Care of Springhill,20,18,20,1
INS00007305,Saint Clare Meadows Care Center,102,98,102,1
INS00007306,Saint Marys Care Center,184,172,184,2
INS00007307,Villa Marie Senior Care,120,106,120,2
INS00007320,"Beaver Dam Nursing and Rehabilitation Center, Inc",58,55,58,1
INS00007321,Florida Living Nursing Center,202,195,202,2
INS00007322,Hays Nursing and Rehabilitation Center,116,100,116,1
INS00007323,Bridge of Highland,110,100,110,1
INS00007324,Huguley Nursing and Rehabilitation Center,178,153,178,2
INS00007325,Jefferson Manor Nursing and Rehabilitation,122,115,122,2
INS00007327,Mills Health and Rehabilitation Center,98,90,98,1
INS00007328,Beystone Health and Rehabilitation,50,49,49,1
INS00007329,Bradford Heights Health and Rehabilitation Center,70,66,70,1
INS00007330,Prairie Village Nursing and Rehabilitation Center,70,64,70,1
INS00007331,Princeton Health and Rehabilitation Center,104,98,104,1
INS00007332,Regency Place Nursing and Rehabilitation,120,100,120,1
INS00007333,Colonial Care Retirement Center,84,55,84,1
INS00007335,CreekWood Place Nursing and Rehabilitation Center,104,90,104,1
INS00007336,Scott Villa Nursing and Rehabilation Center,70,67,70,1
INS00007337,Sterling Place,160,117,160,2
INS00007339,Zephyrhills Health and Rehabilitation Center,103,100,103,1
INS00007340,East Orlando Health and Rehabilitation Center,120,117,120,2
INS00007341,Swiss Villa Nursing and Rehabilitation Center,72,60,72,1
INS00007342,The Guest House,144,120,120,2
INS00007343,Villa Pines Living Center,85,63,63,1
INS00007377,Carroll Manor Nursing and Rehabilitation Center,252,249,252,3
INS00007378,"Saint Catherine Laboure Manor, Inc",240,230,240,3
INS00007379,The Haven of Our Lady of Peace,120,115,120,2
INS00007382,Saint Josephs Ministries,99,99,99,1
INS00007384,Seton Health Schuyler Ridge,120,103,120,2
INS00007386,Edna Tina Wilson Living Center,120,118,120,2
INS00007389,Providence Park,240,230,240,3
INS00007390,Saint Vincent Stress Center,54,36,54,1
INS00007391,Saint Luke Institute,52,50,52,1
INS00007392,Seton Shoal Creek Hospital,151,70,80,1
INS00007393,Providence DePaul Center,64,31,48,1
INS00007395,Sacred Heart Rehabilitation Institute,57,20,57,1
INS00007398,The Arbour Hospital,121,112,121,2
INS00007399,The BridgeWay,100,100,100,1
INS00007400,Clarion Psychiatric Center,74,67,74,1
INS00007402,Forest View Psychiatric Hospital,82,70,82,1
INS00007403,Arbour Fuller Hospital,86,70,86,1
INS00007406,Arbour HRI Hospital,66,62,66,1
INS00007407,La Amistad Behavioral Health Services,80,72,80,1
INS00007410,Pavilion Foundation Hospital,72,72,72,1
INS00007411,River Crest Hospital,80,43,62,1
INS00007412,"River Oaks, Inc",126,90,126,1
INS00007413,Roxbury Treatment Center,112,95,95,1
INS00007415,Timberlawn Mental Health System,140,75,140,1
INS00007416,"Turning Point Care Center, Inc",59,25,59,1
INS00007417,Two Rivers Psychiatric Hospital,105,60,105,1
INS00007440,Behavioral Health Care of Cape Fear Valley Health System,32,14,32,1
INS00007441,Heartland Continuing Care Center,80,70,80,1
INS00007442,Emma Pendleton Bradley Hospital,60,58,60,1
INS00007446,Edward W Sparrow Hospital Association,54,54,54,1
INS00007448,Winchester Rehabilitation Center,30,22,25,1
INS00007508,Parkland Health Center Bonne Terre,3,1,3,1
INS00007509,Barnes Jewish Extended Care,120,104,120,2
INS00007515,Eunice C Smith Home,62,60,62,1
INS00007516,Fayette County Hospital Long Term Care Unit,85,75,85,1
INS00007518,Village North Retirement Community Health Center,33,27,33,1
INS00007541,Kewaunee Care Center,66,59,66,1
INS00007547,Trinity Village,87,71,87,1
INS00007549,"Plymouth Care Center, LLC",60,54,60,1
INS00007648,Saint Joseph Villa,221,193,221,2
INS00007753,HealthSouth Rehabilitation Hospital,70,70,70,1
INS00007758,HealthSouth Sea Pines Rehabilitation Hospital,90,90,90,1
INS00007766,HealthSouth Rehabilitation Hospital of Miami,60,45,60,1
INS00007767,"West Gables Rehabilitation Hospital, LLC",60,50,60,1
INS00007790,HealthSouth Emerald Coast Rehabilitation Hospital,75,55,75,1
INS00007801,HealthSouth Rehabilitation Hospital of Sarasota,86,80,86,1
INS00007829,HealthSouth Bakersfield Rehabilitation Hospital,60,50,60,1
INS00007904,Valir Healthcare,81,67,81,1
INS00007913,Kindred Hospital of Tulsa,60,42,60,1
INS00007952,HealthSouth Rehabilitation Hospital of Altoona,80,72,72,1
INS00007958,Geisinger HealthSouth Rehabilitation Hospital,40,31,40,1
INS00007961,HealthSouth of Erie Incorporated,108,70,108,1
INS00007980,HealthSouth Rehabilitation Hospital of Mechanicsburg,103,50,103,1
INS00007982,LifeCare Hospitals of Mechanicsburg,68,40,68,1
INS00007986,LifeCare Hospitals of Pittsburgh Monroeville Campus,87,55,55,1
INS00008001,HealthSouth Harmarville Rehabilitation Hospital,202,115,202,2
INS00008007,HealthSouth Nittany Valley Rehabilitation Hospital,85,35,35,1
INS00008013,HealthSouth Reading Rehabilitation Hospital,95,45,95,1
INS00008031,HealthSouth Rehabilitation Hospital of York,90,53,60,1
INS00008034,HealthSouth Rehabilitation Hospital of Charleston,46,42,46,1
INS00008036,HealthSouth Rehabilitation Hospital,96,70,96,1
INS00008038,HealthSouth Rehabilitation Hospital,88,88,88,1
INS00008059,HealthSouth Chattanooga Rehabilitation Hospital,80,54,69,1
INS00008068,HealthSouth Rehabilitation Hospital,50,43,50,1
INS00008076,HealthSouth Cane Creek Rehabilitation Hospital,40,37,40,1
INS00008092,Vanderbilt Stallworth Rehabilitation Hospital,80,65,80,1
INS00008099,"Northwest Texas Surgical Center, LLC",4,2,4,1
INS00008106,HealthSouth Rehabilitation Hospital of Arlington,65,42,65,1
INS00008112,HealthSouth Rehabilitation Hospital of Austin,83,40,40,1
INS00008122,North West Hills Surgical Hospital,9,6,8,1
INS00008134,HealthSouth Rehabilitation Hospital The Woodlands,84,60,84,1
INS00008152,HealthSouth City View Rehabilitation Hospital,62,58,62,1
INS00008159,HealthSouth Rehabilitation Hospital of Fort Worth,60,38,60,1
INS00008173,Houston Hospital for Specialized Surgery,7,3,7,1
INS00008191,"HealthSouth of Texas, Inc",102,45,102,1
INS00008209,HealthSouth Rehabilitation Hospital of Midland,60,40,60,1
INS00008215,HealthSouth Plano Rehabilitation Hospital,65,60,65,1
INS00008229,"HealthSouth San Antonio, Inc",108,85,108,1
INS00008248,HealthSouth Rehabilitation Hospital of Texarkana,60,50,60,1
INS00008255,"Tyler Rehabilitation Associates, LP",74,70,74,1
INS00008263,Clear Lake Rehabilitation Hospital,60,37,60,1
INS00008266,HealthSouth Rehabilitation Hospital of Wichita Falls,63,54,63,1
INS00008279,HealthSouth Rehabilitation Hospital of Utah,86,56,86,1
INS00008291,UVA HealthSouth Rehabilitation Hospital,50,37,50,1
INS00008305,HealthSouth Rehabilitation Hospital of Virginia,40,40,40,1
INS00008419,HealthSouth Rehabilitation Hospital of Huntington,52,46,52,1
INS00008421,"West Virginia Rehabilitation Hospital, Inc",80,77,80,1
INS00008422,"West Virginia Rehabilitation Services, Inc",40,38,40,1
INS00008423,HealthSouth Southern Hills Regional Rehabilitation Hospital,60,50,60,1
INS00008426,Oakleaf Surgical Hospital,13,8,13,1
INS00008472,"Central Georgia Rehabilitation Hospital, LLC",58,40,42,1
INS00008577,HealthSouth Deaconess Rehabilitation Hospital,80,55,80,1
INS00008586,"Howard Regional Specialty Care, LLC",30,18,30,1
INS00008611,"KC Rehabilitation Hospital, Inc",80,55,80,1
INS00008619,Wesley Rehabilitation Hospital,65,40,65,1
INS00008632,HealthSouth Rehabilitation Hospital of Alexandria,47,24,38,1
INS00008636,Baton Rouge Rehab Hospital,80,30,30,1
INS00008641,Kindred Hospital of Lafayette,68,40,68,1
