Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
2132,02-07-19,female,100,silver,4,vanilla,no,>100K,no,4,1
2133,02-07-19,female,100,no preference,2,specialty,no,>100K,no,2,1
2134,02-07-19,female,100,no preference,3,vanilla,yes,>100K,no,6,1
2135,02-07-19,female,100,white,3,no preference,yes,>100K,no,8,1
2136,02-07-19,female,100,black,3,swirl,no,>100K,no,8,1
2137,02-07-19,male,100,silver,0,specialty,no,Not Reported,no,8,1
2138,02-07-19,female,100,black,8,no preference,no,>100K,no,8,1
2139,02-07-19,male,100,blue,1,specialty,yes,Not Reported,no,3,1
2140,02-07-19,female,100,white,9,swirl,no,>100K,no,9,1
2141,02-07-19,male,100,blue,5,swirl,yes,Not Reported,no,10,1
2142,02-07-19,male,100,blue,9,vanilla,no,Not Reported,no,9,1
2143,02-07-19,female,100,blue,4,no preference,yes,>100K,no,6,1
2144,02-07-19,male,100,blue,8,vanilla,yes,Not Reported,no,9,1
2145,02-07-19,male,100,black,3,vanilla,no,Not Reported,no,9,1
2146,02-07-19,male,100,red,4,swirl,no,Not Reported,no,6,1
2147,02-07-19,female,100,black,0,no preference,yes,>100K,no,4,1
2148,02-07-19,male,100,silver,9,specialty,no,Not Reported,no,9,1
2149,02-07-19,female,100,black,4,vanilla,yes,>100K,no,8,1
2150,02-07-19,male,100,red,2,specialty,yes,Not Reported,no,2,0
2151,02-07-19,female,100,blue,8,swirl,no,>100K,no,8,1
2152,02-07-19,male,100,silver,6,specialty,yes,Not Reported,no,6,1
2153,02-07-19,female,100,silver,2,no preference,yes,>100K,no,4,1
2154,02-07-19,female,100,silver,8,vanilla,no,>100K,no,8,1
2155,02-07-19,female,100,white,10,swirl,yes,>100K,no,10,1
2156,02-07-19,female,100,white,5,chocolate,no,>100K,no,10,1
2157,02-07-19,female,100,silver,1,swirl,no,>100K,no,9,1
2158,02-07-19,female,100,red,2,no preference,yes,>100K,no,4,1
2159,02-07-19,female,100,silver,7,specialty,yes,>100K,no,7,1
2160,02-07-19,female,100,no preference,5,chocolate,yes,>100K,no,5,1
2161,02-07-19,female,100,white,3,chocolate,no,>100K,no,5,1
2162,02-07-19,female,100,silver,6,swirl,yes,>100K,no,9,1
2163,02-07-19,female,100,no preference,4,swirl,yes,>100K,no,4,1
2164,02-07-19,male,100,no preference,5,no preference,yes,Not Reported,no,5,0
2165,02-07-19,female,100,blue,8,vanilla,yes,>100K,no,8,1
2166,02-07-19,female,100,blue,9,no preference,yes,>100K,no,9,1
2167,02-07-19,male,100,blue,4,chocolate,yes,Not Reported,no,4,1
2168,02-07-19,female,100,red,1,no preference,yes,>100K,no,4,1
2169,02-07-19,female,100,red,2,specialty,yes,>100K,no,2,1
2170,02-07-19,female,100,white,10,specialty,yes,>100K,no,10,1
2171,02-07-19,female,100,red,4,vanilla,no,>100K,no,5,1
2172,02-07-19,male,100,silver,8,specialty,yes,Not Reported,no,8,1
2173,02-07-19,female,100,black,10,no preference,no,>100K,no,10,1
2174,02-07-19,female,100,black,1,no preference,no,>100K,no,10,1
2175,02-07-19,female,100,silver,2,no preference,no,>100K,no,2,1
2176,02-07-19,male,100,black,9,chocolate,no,Not Reported,no,9,1
2177,02-07-19,female,100,black,6,swirl,no,>100K,no,6,1
2178,02-07-19,male,100,red,9,swirl,no,Not Reported,no,9,1
2179,02-07-19,male,100,red,2,chocolate,yes,Not Reported,no,5,1
2180,02-07-19,female,100,blue,3,vanilla,yes,>100K,no,3,1
2181,02-07-19,male,100,black,4,specialty,yes,Not Reported,no,5,0
2182,02-07-19,female,100,red,3,specialty,yes,>100K,no,3,1
2183,02-07-19,female,100,blue,6,no preference,no,>100K,no,6,1
2184,02-07-19,male,100,blue,8,swirl,yes,Not Reported,no,8,1
2185,02-07-19,female,100,white,1,chocolate,yes,>100K,no,5,1
2186,02-07-19,male,100,white,9,no preference,yes,Not Reported,no,9,1
2187,02-07-19,male,100,red,3,swirl,yes,Not Reported,no,9,1
2188,02-07-19,female,100,no preference,1,swirl,no,>100K,yes,10,1
2189,02-07-19,female,100,no preference,6,chocolate,yes,>100K,yes,6,1
2190,02-07-19,female,100,blue,2,specialty,no,>100K,yes,9,1
2191,02-07-19,female,100,black,1,specialty,no,>100K,yes,7,1
2192,02-07-19,female,100,blue,2,no preference,yes,>100K,yes,3,1
2193,02-07-19,male,100,no preference,8,no preference,no,Not Reported,yes,10,0
2194,02-07-19,female,100,no preference,0,swirl,no,>100K,yes,3,1
2195,02-07-19,female,100,no preference,2,specialty,no,>100K,yes,5,1
2196,02-07-19,male,100,blue,9,swirl,no,Not Reported,yes,9,1
2197,02-07-19,female,100,white,8,chocolate,no,>100K,yes,8,1
2198,02-07-19,female,100,blue,6,specialty,yes,>100K,yes,6,1
2199,02-07-19,male,100,white,7,specialty,no,Not Reported,yes,7,0
2200,02-07-19,male,100,red,0,specialty,no,Not Reported,yes,5,0
2201,02-07-19,female,100,silver,6,chocolate,no,>100K,yes,9,1
2202,02-07-19,female,100,red,3,no preference,no,>100K,yes,7,1
2203,02-07-19,female,100,blue,9,no preference,no,>100K,yes,9,1
2204,02-07-19,female,100,red,2,swirl,yes,>100K,yes,4,1
2205,02-07-19,female,100,red,0,chocolate,yes,>100K,yes,9,1
2206,02-07-19,female,100,blue,0,chocolate,no,>100K,yes,4,1
2207,02-07-19,female,100,red,5,vanilla,yes,>100K,yes,5,1
2208,02-07-19,female,100,black,3,chocolate,no,>100K,yes,4,1
2209,02-07-19,male,100,no preference,6,vanilla,no,Not Reported,yes,6,0
2210,02-07-19,female,100,silver,6,specialty,yes,>100K,yes,8,1
2211,02-07-19,female,100,silver,8,specialty,yes,>100K,yes,8,1
2212,02-07-19,female,100,blue,3,swirl,yes,>100K,yes,8,1
2213,02-07-19,male,100,blue,1,vanilla,no,Not Reported,yes,5,1
2214,02-07-19,female,100,blue,4,chocolate,no,>100K,yes,7,1
2215,02-07-19,female,100,no preference,2,no preference,yes,>100K,yes,10,1
2216,02-07-19,female,100,silver,5,no preference,yes,>100K,yes,5,1
2217,02-07-19,female,100,no preference,4,chocolate,yes,>100K,yes,6,1
2218,02-07-19,male,100,black,6,no preference,yes,Not Reported,yes,8,0
2219,02-07-19,female,100,silver,3,specialty,no,>100K,yes,3,1
2220,02-07-19,female,100,no preference,5,specialty,no,>100K,yes,5,1
2221,02-07-19,male,100,blue,0,vanilla,no,Not Reported,yes,3,0
2222,02-07-19,female,100,red,1,no preference,yes,>100K,yes,7,1
2223,02-07-19,female,100,red,4,no preference,yes,>100K,yes,4,1
2224,02-07-19,female,100,black,10,no preference,no,>100K,yes,10,1
2225,02-07-19,female,100,no preference,2,chocolate,no,>100K,yes,5,1
2226,02-07-19,female,100,black,7,specialty,no,>100K,yes,10,1
2227,02-07-19,female,100,blue,3,swirl,yes,>100K,yes,7,1
2228,02-07-19,female,100,black,0,specialty,yes,>100K,yes,1,1
2229,02-07-19,male,100,blue,5,chocolate,yes,Not Reported,yes,9,1
2230,02-07-19,male,100,red,5,swirl,no,Not Reported,yes,5,1
2231,02-07-19,male,100,no preference,0,chocolate,no,Not Reported,yes,7,0
2232,02-07-19,female,100,red,1,chocolate,yes,>100K,yes,5,1
2233,02-07-19,female,100,silver,3,no preference,yes,>100K,yes,3,1
2234,02-07-19,female,100,red,10,chocolate,yes,>100K,yes,10,1
2235,02-07-19,female,100,red,3,specialty,yes,>100K,yes,7,1
2236,02-07-19,female,100,black,1,no preference,yes,>100K,yes,6,1
2237,02-07-19,female,100,silver,5,specialty,yes,>100K,yes,5,1
2238,02-07-19,female,100,black,10,vanilla,yes,>100K,yes,10,1
2239,02-07-19,female,100,no preference,8,specialty,no,>100K,yes,9,1
2240,02-07-19,male,100,red,5,specialty,yes,Not Reported,yes,5,1
2241,02-07-19,female,100,no preference,5,swirl,no,>100K,yes,5,1
2242,02-07-19,male,100,silver,3,chocolate,no,Not Reported,yes,9,1
2243,02-07-19,female,100,silver,6,chocolate,yes,>100K,yes,9,1
2244,02-07-19,male,100,red,6,chocolate,yes,Not Reported,yes,6,1
2245,02-07-19,female,100,red,5,specialty,yes,>100K,yes,5,1
2246,02-07-19,female,100,no preference,1,chocolate,no,<100K,yes,9,0
2247,02-07-19,female,100,blue,0,swirl,yes,<100K,yes,2,0
2248,02-07-19,male,100,silver,9,chocolate,no,Not Reported,yes,9,1
2249,02-07-19,male,100,red,8,specialty,no,Not Reported,yes,10,1
2250,02-07-19,male,100,red,10,specialty,no,Not Reported,yes,10,1
2251,02-07-19,female,100,no preference,3,no preference,no,<100K,yes,6,0
2252,02-07-19,male,100,blue,10,specialty,no,Not Reported,yes,10,1
2253,02-07-19,male,100,no preference,7,swirl,no,Not Reported,yes,7,0
2254,02-07-19,female,100,blue,3,vanilla,no,<100K,yes,3,1
2255,02-07-19,female,100,no preference,1,no preference,no,<100K,yes,1,0
2256,02-07-19,female,100,red,10,chocolate,yes,<100K,yes,10,1
2257,02-07-19,male,100,white,1,specialty,no,Not Reported,yes,5,1
2258,02-07-19,male,100,white,7,vanilla,no,Not Reported,yes,7,1
2259,02-07-19,female,100,black,0,vanilla,no,<100K,yes,5,0
2260,02-07-19,female,100,white,9,no preference,no,<100K,yes,9,0
2261,02-07-19,female,100,red,9,specialty,no,<100K,yes,9,1
2262,02-07-19,female,100,no preference,2,no preference,no,<100K,yes,10,0
2263,02-07-19,male,100,blue,10,vanilla,no,Not Reported,yes,10,1
2264,02-07-19,female,100,black,4,specialty,yes,<100K,yes,10,1
2265,02-07-19,female,100,blue,5,no preference,yes,<100K,yes,9,0
2266,02-07-19,male,100,red,5,no preference,yes,Not Reported,yes,5,0
2267,02-07-19,female,100,black,2,no preference,no,<100K,yes,6,0
2268,02-07-19,female,100,blue,10,chocolate,no,<100K,yes,10,1
2269,02-07-19,female,100,blue,3,vanilla,no,<100K,yes,5,1
2270,02-07-19,female,100,black,9,vanilla,no,<100K,yes,9,1
2271,02-07-19,male,100,black,4,no preference,yes,Not Reported,yes,4,1
2272,02-07-19,female,100,white,3,vanilla,yes,<100K,yes,10,1
2273,02-07-19,male,100,black,7,swirl,no,Not Reported,yes,7,0
2274,02-07-19,male,100,blue,10,swirl,yes,Not Reported,yes,10,1
2275,02-07-19,female,100,no preference,9,vanilla,yes,<100K,yes,9,0
2276,02-07-19,male,100,no preference,2,swirl,yes,Not Reported,yes,8,0
2277,02-07-19,male,100,red,5,no preference,yes,Not Reported,yes,5,0
2278,02-07-19,male,100,red,2,specialty,yes,Not Reported,yes,2,1
2279,02-07-19,male,100,black,6,vanilla,yes,Not Reported,yes,7,1
2280,02-07-19,female,100,silver,2,swirl,no,<100K,yes,4,1
2281,02-07-19,female,100,white,8,specialty,yes,<100K,yes,8,1
2282,02-07-19,female,100,white,6,chocolate,no,<100K,yes,6,1
2283,02-07-19,female,100,black,10,no preference,no,<100K,yes,10,0
2284,02-07-19,male,100,black,2,specialty,yes,Not Reported,yes,5,1
2285,02-07-19,male,100,blue,10,no preference,no,Not Reported,yes,10,0
2286,02-07-19,male,100,white,10,no preference,no,Not Reported,yes,10,0
2287,02-07-19,female,100,silver,10,no preference,yes,<100K,yes,10,1
2288,02-07-19,male,100,no preference,0,swirl,no,Not Reported,yes,10,0
2289,02-07-19,male,100,blue,10,specialty,no,Not Reported,yes,10,1
2290,02-07-19,female,100,blue,3,no preference,no,<100K,yes,7,0
2291,02-07-19,female,100,white,5,vanilla,no,<100K,yes,5,1
2292,02-07-19,female,100,no preference,10,swirl,yes,<100K,yes,10,0
2293,02-07-19,female,100,silver,2,no preference,no,<100K,yes,9,0
2294,02-07-19,female,100,red,9,chocolate,no,<100K,yes,9,1
2295,02-07-19,female,100,black,5,vanilla,yes,<100K,yes,5,1
2296,02-07-19,female,100,no preference,5,chocolate,no,<100K,yes,10,0
2297,02-07-19,female,100,white,2,vanilla,no,<100K,yes,7,0
2298,02-07-19,male,100,no preference,4,swirl,no,Not Reported,yes,9,0
2299,02-07-19,female,100,red,3,chocolate,no,<100K,yes,4,1
2300,02-07-19,male,100,red,4,vanilla,yes,Not Reported,yes,7,0
2301,02-07-19,female,100,red,3,swirl,no,<100K,yes,6,0
2302,02-07-19,female,100,no preference,7,specialty,yes,<100K,yes,10,0
2303,02-07-19,male,100,blue,1,no preference,no,Not Reported,yes,8,0
2304,02-07-19,female,100,blue,9,vanilla,no,<100K,yes,9,1
2305,02-07-19,male,100,no preference,1,chocolate,yes,Not Reported,yes,9,0
2306,02-07-19,male,100,blue,0,vanilla,yes,Not Reported,yes,3,1
2307,02-07-19,female,100,white,10,specialty,yes,<100K,yes,10,1
2308,02-07-19,male,100,no preference,3,vanilla,no,Not Reported,yes,3,0
2309,02-07-19,female,100,white,7,no preference,no,<100K,yes,7,0
2310,02-07-19,female,100,blue,0,chocolate,yes,<100K,yes,4,1
2311,02-07-19,male,100,no preference,6,specialty,no,Not Reported,yes,6,0
2312,02-07-19,female,100,silver,1,no preference,yes,<100K,yes,1,0
2313,02-07-19,female,100,black,3,chocolate,no,<100K,yes,3,1
2314,02-07-19,female,100,no preference,1,no preference,yes,<100K,yes,1,0
2315,02-07-19,female,100,no preference,0,chocolate,no,<100K,yes,7,0
2316,02-07-19,female,100,red,8,specialty,no,<100K,yes,8,1
2317,02-07-19,male,100,black,3,vanilla,no,Not Reported,yes,10,1
2318,02-07-19,female,100,black,5,vanilla,no,<100K,yes,5,0
2319,02-07-19,female,100,silver,6,specialty,yes,<100K,yes,7,1
2320,02-07-19,female,100,no preference,4,specialty,yes,<100K,yes,4,0
2321,02-07-19,female,100,black,10,chocolate,yes,<100K,yes,10,1
2322,02-07-19,female,100,blue,1,swirl,no,<100K,yes,7,0
2323,02-07-19,female,100,white,4,no preference,yes,<100K,yes,7,0
2324,02-07-19,female,100,no preference,10,specialty,no,<100K,yes,10,0
2325,02-07-19,male,100,black,6,specialty,yes,Not Reported,yes,6,0
2326,02-07-19,female,100,no preference,8,no preference,no,<100K,yes,8,0
2327,02-07-19,female,100,black,3,chocolate,yes,<100K,yes,6,1
2328,02-07-19,female,100,silver,9,no preference,no,<100K,yes,10,0
2329,02-07-19,female,100,blue,10,swirl,yes,<100K,yes,10,1
2330,02-07-19,female,100,blue,3,vanilla,yes,<100K,yes,3,0
2331,02-07-19,female,100,silver,6,vanilla,yes,<100K,yes,6,1
2332,02-07-19,female,100,blue,1,swirl,yes,<100K,yes,10,1
2333,02-07-19,female,100,red,1,vanilla,no,<100K,yes,3,1
2334,02-07-19,female,100,black,2,swirl,no,<100K,yes,6,0
2335,02-07-19,male,100,black,2,swirl,yes,Not Reported,yes,3,1
2336,02-07-19,female,100,blue,7,no preference,yes,<100K,yes,7,0
2337,02-07-19,female,100,silver,3,no preference,yes,<100K,yes,6,0
2338,02-07-19,female,100,red,10,no preference,yes,<100K,yes,10,1
2339,02-07-19,female,100,silver,2,specialty,yes,<100K,yes,3,0
2340,02-07-19,female,100,red,4,chocolate,no,<100K,yes,4,1
2341,02-07-19,female,100,black,0,swirl,yes,<100K,yes,4,1
2342,02-07-19,male,100,red,5,vanilla,yes,Not Reported,yes,5,0
2343,02-07-19,female,100,silver,9,vanilla,no,<100K,yes,9,1
2344,02-07-19,female,100,red,9,swirl,yes,<100K,yes,9,1
2345,02-07-19,female,100,black,1,no preference,yes,<100K,yes,10,0
2346,02-07-19,female,100,red,0,no preference,yes,<100K,yes,3,0
2347,02-07-19,female,100,blue,7,swirl,no,<100K,yes,7,1
2348,02-07-19,male,100,silver,7,swirl,no,Not Reported,yes,7,1
2349,02-07-19,female,100,no preference,4,no preference,yes,<100K,yes,8,0
2350,02-07-19,female,100,black,0,no preference,yes,<100K,yes,7,0
2351,02-07-19,female,100,white,2,vanilla,no,<100K,yes,5,1
2352,02-07-19,female,100,red,8,chocolate,yes,<100K,yes,10,1
2353,02-07-19,female,100,blue,10,no preference,yes,<100K,yes,10,1
2354,02-07-19,female,100,red,8,no preference,no,<100K,yes,8,0
2355,02-07-19,male,100,blue,10,vanilla,no,Not Reported,yes,10,1
2356,02-07-19,male,100,blue,0,no preference,no,Not Reported,yes,8,0
2357,02-07-19,female,100,red,0,vanilla,no,<100K,yes,2,1
2358,02-07-19,female,100,red,5,vanilla,yes,<100K,yes,5,0
2359,02-07-19,male,100,silver,9,chocolate,yes,Not Reported,yes,9,1
2360,02-07-19,female,100,white,10,chocolate,yes,<100K,yes,10,1
2361,02-07-19,male,100,blue,7,specialty,no,Not Reported,yes,7,0
2362,02-07-19,female,100,no preference,0,specialty,no,<100K,yes,8,0
2363,02-07-19,male,100,silver,6,specialty,yes,Not Reported,yes,6,0
2364,02-07-19,female,100,silver,4,no preference,no,<100K,yes,10,0
2365,02-07-19,female,100,red,8,chocolate,yes,<100K,yes,9,1
2366,02-07-19,male,100,red,4,chocolate,yes,Not Reported,yes,10,1
2367,02-07-19,female,100,silver,8,no preference,no,<100K,yes,8,0
2368,02-07-19,female,100,no preference,5,swirl,yes,<100K,yes,5,0
2369,02-07-19,male,100,no preference,0,vanilla,yes,Not Reported,yes,4,0
2370,02-07-19,female,100,silver,8,swirl,yes,<100K,yes,8,1
2371,02-07-19,female,100,red,9,no preference,yes,<100K,yes,9,1
2372,02-07-19,female,100,blue,9,vanilla,yes,<100K,yes,9,1
2373,02-07-19,female,100,silver,8,no preference,yes,<100K,yes,8,1
2374,02-07-19,female,100,blue,4,chocolate,yes,<100K,yes,8,1
2375,02-07-19,male,100,no preference,2,swirl,yes,Not Reported,yes,3,0
2376,02-07-19,female,100,white,4,specialty,no,<100K,yes,4,1
2377,02-07-19,male,100,red,2,no preference,yes,Not Reported,yes,3,1
2378,02-07-19,female,100,silver,1,vanilla,yes,<100K,yes,3,0
2379,02-07-19,female,100,silver,4,chocolate,no,<100K,yes,5,1
2380,02-07-19,female,100,blue,7,no preference,yes,<100K,yes,8,0
2381,02-07-19,female,100,silver,3,no preference,yes,<100K,yes,5,0
2382,02-07-19,female,100,white,4,vanilla,no,<100K,yes,8,1
2383,02-07-19,male,100,blue,8,specialty,yes,Not Reported,yes,9,1
2384,02-07-19,male,100,black,4,specialty,yes,Not Reported,yes,4,0
2385,02-07-19,male,100,red,4,swirl,yes,Not Reported,yes,7,0
2386,02-07-19,female,100,silver,8,swirl,yes,<100K,yes,9,1
2387,02-07-19,male,100,no preference,4,no preference,yes,Not Reported,yes,8,0
2388,02-07-19,female,100,red,7,vanilla,no,<100K,yes,8,1
2389,02-07-19,male,100,no preference,0,chocolate,yes,Not Reported,yes,7,0
2390,02-07-19,female,100,blue,0,vanilla,no,<100K,yes,2,1
2391,02-07-19,female,100,no preference,10,specialty,no,<100K,yes,10,0
2392,02-07-19,female,100,white,4,chocolate,no,<100K,yes,9,1
2393,02-07-19,female,100,silver,3,no preference,no,<100K,yes,7,0
2394,02-07-19,female,100,black,4,specialty,yes,<100K,yes,5,0
2395,02-07-19,female,100,no preference,7,swirl,no,<100K,yes,7,0
2396,02-07-19,female,100,silver,6,no preference,no,<100K,yes,10,0
2397,02-07-19,female,100,red,3,vanilla,yes,<100K,yes,8,1
2398,02-07-19,male,100,silver,8,no preference,yes,Not Reported,yes,8,1
2399,02-07-19,male,100,silver,5,chocolate,no,Not Reported,yes,5,1
2400,02-07-19,female,100,red,1,swirl,no,<100K,yes,3,1
2401,02-07-19,female,100,no preference,0,swirl,yes,<100K,yes,4,0
2402,02-07-19,female,100,blue,5,specialty,yes,<100K,yes,10,1
2403,02-07-19,male,100,silver,0,chocolate,no,Not Reported,yes,10,1
2404,02-07-19,female,100,blue,6,chocolate,yes,<100K,yes,6,1
2405,02-07-19,female,100,blue,0,no preference,no,<100K,yes,6,0
2406,02-07-19,male,100,no preference,4,specialty,yes,Not Reported,yes,10,0
2407,02-07-19,male,100,black,9,chocolate,yes,Not Reported,yes,9,1
2408,02-07-19,male,100,black,2,swirl,no,Not Reported,yes,9,1
2409,02-07-19,female,100,black,5,chocolate,yes,<100K,yes,5,1
2410,02-07-19,female,100,white,1,specialty,yes,<100K,yes,8,1
2411,02-07-19,female,100,red,7,vanilla,no,<100K,yes,8,1
2412,02-07-19,female,100,silver,0,vanilla,yes,<100K,yes,2,0
2413,02-07-19,female,100,white,1,specialty,yes,<100K,yes,1,1
2414,02-07-19,male,100,white,9,chocolate,no,Not Reported,yes,9,1
2415,02-07-19,female,100,no preference,8,vanilla,yes,<100K,yes,8,0
2416,02-07-19,female,100,no preference,2,no preference,no,<100K,yes,3,0
2417,02-07-19,female,100,no preference,0,no preference,no,<100K,yes,5,0
2418,02-07-19,female,100,red,9,specialty,yes,<100K,yes,9,1
2419,02-07-19,female,100,red,6,no preference,yes,<100K,yes,8,0
2420,02-07-19,male,100,red,8,vanilla,yes,Not Reported,yes,8,1
2421,02-07-19,female,100,no preference,4,swirl,no,<100K,yes,7,0
2422,02-07-19,male,100,silver,6,vanilla,yes,Not Reported,yes,6,1
2423,02-07-19,female,100,red,2,specialty,yes,<100K,yes,2,1
2424,02-07-19,female,100,no preference,9,chocolate,no,<100K,yes,9,0
2425,02-07-19,male,100,red,1,swirl,no,Not Reported,yes,1,1
2426,02-07-19,male,100,white,3,no preference,no,Not Reported,yes,10,0
2427,02-07-19,female,100,silver,10,chocolate,no,<100K,yes,10,1
2428,02-07-19,female,100,no preference,3,swirl,no,<100K,yes,4,0
2429,02-07-19,female,100,blue,6,no preference,yes,<100K,yes,6,0
2430,02-07-19,male,100,white,6,swirl,yes,Not Reported,yes,7,1
2431,02-07-19,male,100,black,7,chocolate,yes,Not Reported,yes,7,1
2432,02-07-19,male,100,no preference,1,chocolate,yes,Not Reported,yes,4,0
2433,02-07-19,male,100,blue,2,specialty,yes,Not Reported,yes,2,1
2434,02-07-19,male,100,red,2,chocolate,no,Not Reported,yes,4,1
2435,02-07-19,male,100,no preference,8,chocolate,yes,Not Reported,yes,8,0
2436,02-07-19,female,100,red,9,specialty,yes,<100K,yes,9,1
2437,02-07-19,male,100,blue,5,chocolate,yes,Not Reported,yes,5,1
2438,02-07-19,female,100,white,4,no preference,yes,<100K,yes,4,0
2439,02-07-19,male,100,silver,3,specialty,yes,Not Reported,yes,9,1
2440,02-07-19,female,100,white,8,chocolate,yes,<100K,yes,8,1
2441,02-07-19,male,100,silver,8,vanilla,no,Not Reported,yes,8,1
2442,02-07-19,male,100,white,4,swirl,no,Not Reported,yes,5,1
2443,02-07-19,male,100,black,0,swirl,no,Not Reported,yes,5,1
2444,02-07-19,male,100,blue,6,vanilla,yes,Not Reported,yes,6,1
2445,02-07-19,male,100,blue,7,no preference,yes,Not Reported,yes,8,0
2446,02-07-19,male,100,red,1,swirl,no,Not Reported,yes,8,1
2447,02-07-19,female,100,blue,8,vanilla,no,<100K,yes,8,1
2448,02-07-19,male,100,red,0,chocolate,no,Not Reported,yes,8,1
2449,02-07-19,male,100,white,4,vanilla,no,Not Reported,yes,4,1
2450,02-07-19,female,100,no preference,4,no preference,yes,<100K,yes,10,0
2451,02-07-19,female,100,black,9,vanilla,yes,<100K,yes,9,1
2452,02-07-19,male,100,black,0,swirl,yes,Not Reported,yes,4,1
2453,02-07-19,male,100,blue,7,no preference,yes,Not Reported,yes,10,0
2454,02-07-19,female,100,white,6,no preference,yes,<100K,yes,6,0
2455,02-07-19,male,100,red,8,specialty,no,Not Reported,yes,8,1
2456,02-07-19,male,100,white,8,vanilla,no,Not Reported,yes,8,1
