Location,Year,FuelType,Transmission,Owner,Efficiency,Engine_cc,Seats,Km,Price
Delhi,2016,Diesel,Manual,First,28.1,1248,5,"66,000","$8,985 "
Ahmedabad,2014,Diesel,Manual,First,26,1498,5,"66,000","$8,002 "
Delhi,2014,Diesel,Manual,First,25.8,1498,5,"66,000","$4,914 "
Bangalore,2015,Diesel,Manual,First,25.4,936,5,"66,000","$3,299 "
Delhi,2013,Diesel,Automatic,First,22.3,1582,5,"66,000","$8,002 "
Kolkata,2011,Diesel,Manual,First,22.1,1199,5,"66,000","$3,496 "
Jaipur,2015,Diesel,Manual,First,20.1,1498,5,"66,000","$6,893 "
Delhi,2014,Diesel,Manual,First,20,1399,5,"66,000","$4,872 "
Hyderabad,2008,Gasoline,Manual,First,19.7,796,5,"66,000","$2,387 "
Mumbai,2010,Gasoline,Manual,First,19.7,796,5,"66,000","$2,106 "
Hyderabad,2014,Diesel,Manual,First,19,1461,5,"66,000","$9,547 "
Chennai,2010,Gasoline,Manual,First,18.6,1199,5,"66,000","$3,075 "
Bangalore,2011,Gasoline,Manual,First,17,1497,5,"66,000","$6,879 "
Pune,2011,Gasoline,Manual,First,15.8,1598,5,"66,000","$3,861 "
Bangalore,2014,Diesel,Manual,First,15.3,2956,7,"66,000","$6,247 "
Mumbai,2012,Diesel,Automatic,First,15.3,2993,5,"66,000","$29,482 "
Jaipur,2014,Diesel,Automatic,First,15.3,2143,5,"66,000","$42,117 "
Delhi,2011,Diesel,Manual,First,15.1,2179,7,"66,000","$7,721 "
Mumbai,2011,Gasoline,Manual,First,15,1598,5,"66,000","$4,142 "
Chennai,2005,Gasoline,Manual,First,14,1061,5,"66,000","$2,036 "
Mumbai,2007,Gasoline,Automatic,First,11.1,2354,5,"66,000","$5,194 "
Pune,2012,Diesel,Automatic,Second,17.1,1995,5,"66,000","$16,145 "
Pune,2009,Gasoline,Manual,Second,17,1197,5,"66,000","$3,791 "
Pune,2012,Gasoline,Manual,Second,17,1497,5,"66,000","$6,247 "
Mumbai,2010,Gasoline,Manual,Second,16.5,1586,5,"66,000","$3,454 "
Bangalore,2011,Gasoline,Manual,Second,16.5,1198,5,"66,000","$5,054 "
Mumbai,2008,Diesel,Automatic,Second,16.1,1995,5,"66,000","$10,178 "
Pune,2011,Gasoline,Manual,Second,15,1598,5,"66,000","$5,967 "
Chennai,2010,Gasoline,Manual,Second,13.2,1999,5,"66,000","$5,405 "
Bangalore,2006,Gasoline,Automatic,Second,10.1,2354,5,"66,000","$5,475 "
Mumbai,2009,Diesel,Automatic,Second,8.7,2987,5,"66,000","$15,092 "
Pune,2008,Gasoline,Automatic,Second,8.5,2979,5,"66,000","$15,092 "
Bangalore,2008,Gasoline,Manual,Third,13.5,1799,5,"66,000","$4,563 "
Mumbai,2015,Diesel,Automatic,Second,12.1,2967,7,"65,938","$53,348 "
Chennai,2012,Diesel,Manual,Second,22.3,1248,5,"65,932","$2,738 "
Kochi,2015,Diesel,Manual,Second,22.7,1498,5,"65,925","$7,707 "
Jaipur,2012,Diesel,Manual,First,22.3,1582,5,"65,900","$8,072 "
Kochi,2017,Diesel,Manual,First,25.1,1498,5,"65,850","$13,253 "
Coimbatore,2013,Gasoline,Manual,First,19.8,1086,5,"65,807","$4,759 "
Jaipur,2015,Diesel,Automatic,First,17,1582,5,"65,800","$17,549 "
Coimbatore,2017,Diesel,Manual,First,26,1498,5,"65,792","$11,386 "
Delhi,2006,Gasoline,Manual,Second,17.3,1061,5,"65,771","$1,053 "
Coimbatore,2015,Gasoline,Manual,First,20.1,1197,5,"65,743","$8,704 "
Kochi,2012,Gasoline,Manual,First,19.8,1086,5,"65,727","$4,170 "
Delhi,2014,Gasoline,Manual,First,18.9,998,5,"65,694","$4,563 "
Coimbatore,2015,Diesel,Manual,First,19.9,1461,5,"65,668","$7,764 "
Jaipur,2012,Diesel,Automatic,First,16.6,1968,5,"65,664","$18,953 "
Delhi,2013,Diesel,Manual,First,28.4,1248,5,"65,650","$5,405 "
Jaipur,2012,Diesel,Manual,First,22.1,1199,5,"65,634","$4,914 "
Bangalore,2014,Diesel,Automatic,First,15.7,1968,5,"65,630","$30,535 "
Hyderabad,2015,Diesel,Manual,First,20,1399,5,"65,542","$5,335 "
Delhi,2012,CNG,Manual,First,26.8,796,5,"65,537","$2,948 "
Delhi,2012,CNG,Manual,Second,33.4,796,4,"65,537","$2,948 "
Delhi,2009,Gasoline,Automatic,Third,11.1,2354,5,"65,462","$4,914 "
Kochi,2011,Gasoline,Manual,First,20.4,1197,5,"65,423","$4,436 "
Coimbatore,2016,Diesel,Automatic,First,13,2143,5,"65,405","$45,950 "
Coimbatore,2017,Diesel,Automatic,First,11.4,2755,7,"65,367","$28,275 "
Coimbatore,2012,Gasoline,Manual,First,20.9,998,5,"65,349","$3,945 "
Kochi,2010,Gasoline,Automatic,First,7.9,4395,4,"65,329","$29,089 "
Pune,2015,Diesel,Automatic,Second,17,1968,5,"65,320","$16,145 "
Coimbatore,2013,Diesel,Manual,First,20,1399,5,"65,287","$6,247 "
Hyderabad,2013,Diesel,Manual,First,19.9,1461,5,"65,280","$8,143 "
Coimbatore,2013,Diesel,Manual,First,14.7,2199,7,"65,278","$11,737 "
Kochi,2015,Diesel,Automatic,First,14.7,2993,5,"65,266","$44,574 "
Mumbai,2016,CNG,Manual,First,17.5,1373,7,"65,263","$10,529 "
Coimbatore,2016,Diesel,Manual,First,19,1461,5,"65,257","$13,688 "
Hyderabad,2012,Diesel,Manual,First,22.3,1582,5,"65,254","$9,196 "
Jaipur,2015,Diesel,Manual,First,26.2,1248,5,"65,218","$10,389 "
Bangalore,2014,Diesel,Manual,First,16,2179,7,"65,213","$13,267 "
Kochi,2016,Diesel,Manual,First,22.9,1248,5,"65,210","$7,693 "
Kochi,2015,Diesel,Manual,First,19.9,1461,5,"65,178","$9,533 "
Kolkata,2005,Diesel,Manual,First,12.8,2494,8,"65,175","$4,563 "
Pune,2012,Gasoline,Manual,First,19.4,1198,5,"65,167","$4,605 "
Mumbai,2012,Diesel,Automatic,First,15.1,1995,5,"65,148","$17,900 "
Chennai,2002,Gasoline,Manual,Third,13.8,1299,5,"65,134","$1,123 "
Delhi,2010,Gasoline,Manual,First,17,1497,5,"65,100","$4,422 "
Coimbatore,2015,Diesel,Manual,First,15.1,2179,7,"65,100","$11,737 "
Hyderabad,2012,Gasoline,Manual,First,19.1,1197,5,"65,097","$6,598 "
Hyderabad,2009,Gasoline,Manual,First,19.7,796,5,"65,090","$3,018 "
Delhi,2013,Gasoline,Manual,First,16.5,1198,5,"65,088","$4,563 "
Chennai,2012,Diesel,Manual,First,22.9,1248,5,"65,060","$6,739 "
Coimbatore,2013,Gasoline,Manual,First,21.1,814,5,"65,060","$4,661 "
Delhi,2009,Gasoline,Manual,First,17,1497,5,"65,055","$3,861 "
Delhi,2012,Gasoline,Manual,Second,17,1497,5,"65,055","$5,967 "
Hyderabad,2007,LPG,Manual,First,17.3,1061,5,"65,047","$2,738 "
Ahmedabad,2015,Diesel,Manual,First,14.2,2755,7,"65,012","$26,534 "
Coimbatore,2016,Diesel,Automatic,First,13.6,4134,5,"65,003","$95,227 "
Chennai,2019,Diesel,Automatic,First,26.6,1248,5,"65,000","$9,476 "
Hyderabad,2014,Diesel,Manual,First,26,1498,5,"65,000","$9,813 "
Delhi,2015,Diesel,Manual,First,26,1498,5,"65,000","$8,353 "
Delhi,2017,Diesel,Manual,First,25.5,1248,7,"65,000","$10,740 "
Bangalore,2012,Diesel,Manual,First,25.4,936,5,"65,000","$3,369 "
Jaipur,2016,Diesel,Manual,First,25,1396,5,"65,000","$3,931 "
Jaipur,2014,Diesel,Manual,First,24.4,1120,5,"65,000","$8,423 "
Chennai,2015,Diesel,Manual,First,24.2,1498,7,"65,000","$7,721 "
Delhi,2014,Diesel,Manual,First,24,1120,5,"65,000","$5,602 "
Jaipur,2013,Diesel,Manual,First,23.2,1248,5,"65,000","$5,265 "
Ahmedabad,2012,Diesel,Manual,First,22.9,1248,5,"65,000","$5,475 "
Delhi,2013,Diesel,Manual,First,22.7,1498,5,"65,000","$7,160 "
Ahmedabad,2015,Diesel,Manual,First,22.7,1582,5,"65,000","$10,880 "
Chennai,2012,Diesel,Automatic,First,22.7,1995,5,"65,000","$19,655 "
Delhi,2013,Diesel,Automatic,First,22.5,1995,5,"65,000","$29,847 "
Hyderabad,2012,Diesel,Manual,First,22.3,1582,5,"65,000","$8,704 "
Pune,2012,Diesel,Manual,First,22.3,1248,5,"65,000","$3,510 "
Chennai,2013,Diesel,Automatic,First,21.5,1498,5,"65,000","$8,774 "
Bangalore,2012,Diesel,Manual,First,20.5,1598,5,"65,000","$7,721 "
Hyderabad,2013,Diesel,Manual,First,20,1399,5,"65,000","$5,475 "
Jaipur,2012,Gasoline,Manual,First,19.7,796,8,"65,000","$2,176 "
Chennai,2008,Gasoline,Manual,First,19.7,796,5,"65,000","$2,232 "
Jaipur,2014,Diesel,Manual,First,19.3,1248,5,"65,000","$7,455 "
Hyderabad,2014,Diesel,Automatic,First,19.1,1582,5,"65,000","$12,621 "
Jaipur,2006,Gasoline,Manual,First,18.9,1061,5,"65,000","$2,106 "
Delhi,2012,Gasoline,Manual,First,18.9,998,5,"65,000","$3,720 "
Pune,2012,Gasoline,Manual,First,18.6,1199,5,"65,000","$3,510 "
Ahmedabad,2010,Gasoline,Manual,First,18.5,1197,5,"65,000","$4,212 "
Mumbai,2011,Diesel,Manual,First,17.9,1998,5,"65,000","$6,388 "
Kolkata,2017,Gasoline,Manual,First,17.6,1193,5,"65,000","$6,739 "
Kolkata,2003,Gasoline,Manual,First,17.3,993,5,"65,000",$913 
Bangalore,2011,Gasoline,Manual,First,17,1497,5,"65,000","$7,300 "
Delhi,2010,Gasoline,Manual,First,16.5,1198,5,"65,000","$3,369 "
Ahmedabad,2008,Gasoline,Manual,First,16.1,1298,5,"65,000","$3,805 "
Chennai,2017,Diesel,Automatic,First,16,2993,5,"65,000","$91,254 "
Jaipur,2016,Diesel,Manual,First,16,2523,7,"65,000","$10,122 "
Delhi,2011,Gasoline,Manual,First,15.6,1196,5,"65,000","$3,369 "
Hyderabad,2012,Diesel,Automatic,First,14.9,2143,5,"65,000","$22,462 "
Bangalore,2011,Diesel,Automatic,First,14.7,2993,5,"65,000","$22,462 "
Delhi,2014,Gasoline,Automatic,First,13.7,1798,5,"65,000","$16,777 "
Delhi,2013,Diesel,Manual,First,13,2982,7,"65,000","$22,603 "
Pune,2015,Diesel,Manual,First,13,2494,7,"65,000","$21,059 "
Delhi,2011,Diesel,Manual,First,12.8,2494,8,"65,000","$8,985 "
Delhi,2013,Diesel,Automatic,First,12.6,2982,7,"65,000","$23,164 "
Delhi,2014,Diesel,Automatic,First,11.2,2696,7,"65,000","$14,741 "
Pune,2011,Gasoline,Manual,Second,26,624,4,"65,000",$618 
Pune,2015,Diesel,Manual,Second,23.6,1364,5,"65,000","$7,020 "
Pune,2015,Diesel,Manual,Second,23.2,1248,5,"65,000","$4,591 "
Hyderabad,2013,Diesel,Manual,Second,20.1,1498,5,"65,000","$4,914 "
Mumbai,2013,Diesel,Manual,Second,19.3,1248,5,"65,000","$7,005 "
Jaipur,2013,Diesel,Manual,Second,19,1461,5,"65,000","$7,721 "
Jaipur,2009,Gasoline,Manual,Second,19,998,5,"65,000","$2,878 "
Delhi,2007,Gasoline,Manual,Second,18.9,998,5,"65,000","$1,755 "
Pune,2011,Gasoline,Manual,Second,18.6,1199,5,"65,000","$3,510 "
Bangalore,2015,Diesel,Automatic,Second,18.6,1995,5,"65,000","$40,713 "
Delhi,2009,Gasoline,Manual,Second,17.5,1198,5,"65,000","$1,965 "
Bangalore,2009,Gasoline,Manual,Second,17.5,1298,5,"65,000","$4,352 "
Pune,2011,Gasoline,Manual,Second,16.5,1198,5,"65,000","$4,212 "
Delhi,2012,Diesel,Manual,Second,16,2179,7,"65,000","$8,072 "
Pune,2011,Diesel,Manual,Second,15.8,2148,5,"65,000","$14,039 "
Jaipur,2014,Diesel,Automatic,Second,15.7,1968,5,"65,000","$30,184 "
Pune,2013,Gasoline,Manual,Second,15,1598,5,"65,000","$6,318 "
Delhi,2013,Diesel,Automatic,Second,13.7,1995,5,"65,000","$10,529 "
Kolkata,2009,Diesel,Manual,Second,13.6,1991,5,"65,000","$6,879 "
Delhi,2011,Diesel,Manual,Second,12.1,2179,8,"65,000","$5,616 "
Delhi,2013,Diesel,Automatic,Second,11.8,2993,7,"65,000","$47,733 "
Hyderabad,2010,Gasoline,Manual,Second,11.7,1796,5,"65,000","$16,496 "
Mumbai,2011,Gasoline,Automatic,First,17,1197,5,"64,984","$4,843 "
Coimbatore,2017,Diesel,Manual,First,16,2179,7,"64,961","$22,645 "
Pune,2014,Diesel,Automatic,First,15.5,1896,5,"64,889","$16,145 "
Jaipur,2015,Gasoline,Manual,First,21.5,1197,5,"64,876","$4,914 "
Coimbatore,2011,Gasoline,Manual,First,18.6,1199,5,"64,831","$4,507 "
Chennai,2012,Gasoline,Manual,First,16.5,1198,5,"64,806","$5,124 "
Bangalore,2017,Diesel,Manual,First,13.7,2393,7,"64,798","$26,323 "
Hyderabad,2015,Diesel,Manual,First,12.8,2494,8,"64,771","$21,760 "
Delhi,2012,Gasoline,Manual,Second,12.8,2354,5,"64,709","$8,423 "
Delhi,2015,CNG,Manual,First,31.8,998,5,"64,687","$5,335 "
Coimbatore,2015,Diesel,Manual,First,20.5,1461,5,"64,677","$7,960 "
Coimbatore,2014,Diesel,Manual,First,22.8,1498,5,"64,637","$10,557 "
Coimbatore,2016,Gasoline,Manual,First,21.1,814,5,"64,624","$5,208 "
Coimbatore,2014,Diesel,Automatic,Second,12.7,2179,5,"64,557","$42,019 "
Chennai,2009,Diesel,Manual,First,16.8,1493,5,"64,514","$4,071 "
Delhi,2013,Diesel,Manual,First,21.9,1396,5,"64,500","$5,124 "
Coimbatore,2013,Gasoline,Manual,First,19.8,1086,5,"64,466","$5,559 "
Kochi,2015,Diesel,Manual,First,26,1498,5,"64,465","$8,732 "
Coimbatore,2018,Diesel,Manual,First,24.3,1248,5,"64,456","$14,685 "
Pune,2013,Diesel,Manual,First,20.5,1598,5,"64,430","$7,300 "
Jaipur,2015,Diesel,Manual,First,25.2,1248,5,"64,424","$7,862 "
Kochi,2015,Diesel,Manual,First,21.9,1396,5,"64,399","$7,048 "
Kochi,2014,Diesel,Manual,First,22.7,1498,5,"64,394","$7,651 "
Bangalore,2011,Gasoline,Manual,First,24.1,998,5,"64,357","$3,861 "
Pune,2012,Diesel,Manual,First,23.2,1248,5,"64,290","$5,124 "
Kolkata,2012,Diesel,Manual,First,17.7,1968,5,"64,284","$7,721 "
Mumbai,2014,Gasoline,Manual,First,20.1,1197,5,"64,241","$5,152 "
Coimbatore,2010,Gasoline,Manual,First,14.7,1150,5,"64,236","$3,426 "
Mumbai,2008,LPG,Manual,First,17.3,1061,5,"64,226","$2,036 "
Pune,2013,Diesel,Manual,First,20.5,1598,5,"64,186","$5,279 "
Delhi,2015,Diesel,Automatic,First,15.7,1968,5,"64,103","$27,938 "
Coimbatore,2014,Diesel,Manual,First,17.3,1998,5,"64,042","$8,002 "
Kochi,2018,Diesel,Automatic,First,28.4,1248,5,"64,035","$12,003 "
Coimbatore,2015,Gasoline,Manual,First,17.7,1197,5,"64,005","$6,416 "
Jaipur,2014,Diesel,Manual,First,24,1120,5,"64,000","$5,826 "
Delhi,2013,Diesel,Manual,First,23.6,1364,5,"64,000","$4,352 "
Pune,2016,Gasoline,Automatic,First,23.1,998,5,"64,000","$5,896 "
Hyderabad,2016,Diesel,Manual,First,22.9,1248,5,"64,000","$9,547 "
Delhi,2013,Diesel,Manual,First,22.1,1199,5,"64,000","$4,071 "
Pune,2012,Diesel,Manual,First,21.9,1396,5,"64,000","$5,967 "
Ahmedabad,2014,Diesel,Manual,First,21.9,1396,5,"64,000","$5,967 "
Mumbai,2014,Diesel,Manual,First,20.8,1248,7,"64,000","$10,178 "
Bangalore,2011,Gasoline,Manual,First,19.7,796,5,"64,000","$3,355 "
Delhi,2014,Diesel,Automatic,First,19.3,2143,5,"64,000","$21,971 "
Delhi,2015,Gasoline,Manual,First,18.9,999,5,"64,000","$8,423 "
Pune,2015,Diesel,Automatic,First,18.5,1995,5,"64,000","$39,309 "
Delhi,2007,Gasoline,Manual,First,18.2,998,5,"64,000","$1,558 "
Delhi,2009,Gasoline,Manual,First,17,1497,5,"64,000","$4,352 "
Delhi,2011,Diesel,Automatic,First,16.1,1995,5,"64,000","$14,741 "
Kolkata,2014,Diesel,Manual,Second,25.8,1498,5,"64,000","$4,914 "
Mumbai,2013,Diesel,Manual,Second,21,1248,5,"64,000","$3,720 "
Bangalore,2013,Diesel,Manual,Second,18.2,1248,7,"64,000","$6,809 "
Pune,2008,Gasoline,Manual,Second,17.5,1298,5,"64,000","$4,001 "
Bangalore,2013,Diesel,Manual,Second,17.3,1998,5,"64,000","$9,125 "
Bangalore,2009,Gasoline,Manual,Second,17,1197,5,"64,000","$5,756 "
Delhi,2013,Gasoline,Manual,Second,14.5,1798,5,"64,000","$7,300 "
Delhi,2011,Gasoline,Automatic,Second,11.7,1796,5,"64,000","$17,549 "
Kochi,2012,Gasoline,Automatic,First,17,1497,5,"63,998","$7,609 "
Coimbatore,2011,Gasoline,Manual,First,18.5,1197,5,"63,991","$5,068 "
Kochi,2015,Diesel,Automatic,First,19.3,2143,5,"63,983","$23,249 "
Ahmedabad,2017,Diesel,Manual,First,25.5,1248,7,"63,939","$10,880 "
Coimbatore,2012,Diesel,Automatic,First,14,2987,5,"63,888","$31,700 "
Coimbatore,2015,Gasoline,Automatic,First,13.7,1997,5,"63,856","$19,598 "
Coimbatore,2013,Diesel,Manual,First,21.4,1364,5,"63,854","$9,996 "
Kochi,2015,Gasoline,Manual,First,17.4,1497,5,"63,818","$9,224 "
Delhi,2013,Gasoline,Manual,First,18.5,1197,5,"63,777","$5,152 "
Delhi,2015,Diesel,Manual,First,24,1120,5,"63,776","$5,559 "
Coimbatore,2017,Diesel,Manual,First,19.7,1582,5,"63,770","$19,023 "
Hyderabad,2016,Diesel,Manual,First,19.7,1582,5,"63,738","$16,706 "
Mumbai,2012,Gasoline,Automatic,First,11.7,1796,5,"63,720","$18,602 "
Hyderabad,2013,Diesel,Automatic,First,15.7,1968,5,"63,716","$32,290 "
Chennai,2015,Gasoline,Manual,First,24.7,796,5,"63,714","$3,440 "
Chennai,2015,Gasoline,Manual,First,22.7,796,5,"63,714","$3,440 "
Jaipur,2015,Diesel,Manual,First,27.3,1498,5,"63,642","$7,932 "
Coimbatore,2015,Diesel,Manual,First,20.5,1461,5,"63,591","$7,511 "
Hyderabad,2013,Diesel,Manual,First,11.5,2982,7,"63,455","$26,674 "
Kochi,2017,Diesel,Manual,First,23,1498,5,"63,423","$10,796 "
Pune,2012,Diesel,Manual,First,17.8,1399,5,"63,400","$4,563 "
Coimbatore,2016,Diesel,Manual,First,22.7,1598,5,"63,316","$13,449 "
Jaipur,2015,Diesel,Manual,First,28.4,1248,5,"63,310","$7,160 "
Mumbai,2010,Gasoline,Automatic,First,14.5,1794,5,"63,298","$5,545 "
Kochi,2013,Diesel,Manual,First,19,1461,5,"63,295","$8,550 "
Kochi,2014,Diesel,Manual,First,15.1,2179,7,"63,288","$10,908 "
Mumbai,2009,Gasoline,Manual,Second,15,1586,5,"63,274","$2,794 "
Delhi,2013,Gasoline,Manual,First,20.4,1197,5,"63,265","$4,142 "
Jaipur,2017,Gasoline,Manual,First,21.7,999,5,"63,262","$4,563 "
Hyderabad,2013,Gasoline,Manual,First,13.2,1598,5,"63,220","$9,125 "
Delhi,2013,Diesel,Manual,First,24,1120,5,"63,210","$5,208 "
Hyderabad,2006,Gasoline,Manual,First,15.3,1341,5,"63,181","$2,597 "
Mumbai,2016,Diesel,Manual,Second,24.4,1120,5,"63,141","$6,318 "
Coimbatore,2016,Diesel,Automatic,Second,18.1,1995,5,"63,111","$43,240 "
Mumbai,2013,Gasoline,Manual,First,19.4,1198,5,"63,107","$4,563 "
Pune,2010,Gasoline,Manual,Second,15.5,1586,5,"63,067","$3,791 "
Pune,2015,Gasoline,Automatic,First,11.1,2354,5,"63,050","$24,568 "
Ahmedabad,2014,Diesel,Manual,First,22.3,1582,5,"63,003","$9,476 "
Pune,2012,Diesel,Manual,Second,20.8,1248,7,"63,001","$8,578 "
Delhi,2015,Diesel,Manual,First,25.2,1248,5,"63,000","$6,879 "
Pune,2016,Diesel,Manual,First,24.5,1248,7,"63,000","$11,442 "
Delhi,2014,Diesel,Manual,First,23.6,1364,5,"63,000","$6,107 "
Chennai,2012,Diesel,Manual,First,22.9,1248,5,"63,000","$6,318 "
Hyderabad,2012,Diesel,Manual,First,22.1,1199,5,"63,000","$5,896 "
Jaipur,2015,Diesel,Manual,First,20.1,1498,5,"63,000","$7,174 "
Jaipur,2009,Gasoline,Manual,First,19.7,796,5,"63,000","$2,106 "
Jaipur,2012,Diesel,Automatic,First,17.1,1995,5,"63,000","$18,953 "
Delhi,2013,Gasoline,Manual,First,16.5,1198,5,"63,000","$4,633 "
Jaipur,2013,Diesel,Manual,First,16,2523,7,"63,000","$7,721 "
Delhi,2012,Diesel,Automatic,First,14.9,2143,5,"63,000","$19,963 "
Bangalore,2015,Diesel,Automatic,First,14.2,1968,5,"63,000","$50,541 "
Delhi,2008,Gasoline,Manual,First,13.4,1794,5,"63,000","$2,878 "
Jaipur,2011,Gasoline,Automatic,First,13.4,1997,5,"63,000","$6,669 "
Bangalore,2015,Diesel,Automatic,First,13.2,2967,5,"63,000","$48,435 "
Jaipur,2013,Diesel,Manual,Second,25.8,1498,5,"63,000","$5,967 "
Hyderabad,2015,Diesel,Manual,Second,19.7,1461,5,"63,000","$11,512 "
Jaipur,2009,Gasoline,Manual,Second,18.2,998,5,"63,000","$1,755 "
Mumbai,2007,Gasoline,Manual,Second,17.7,1497,5,"63,000","$2,457 "
Mumbai,2007,Gasoline,Automatic,Second,16.4,1497,5,"63,000","$2,597 "
Mumbai,2010,CNG,Manual,Second,14.5,1798,5,"63,000","$4,703 "
Bangalore,2012,Diesel,Automatic,Second,11.5,4367,5,"63,000","$91,254 "
Pune,2007,Gasoline,Manual,Third,14.2,1598,5,"63,000","$1,685 "
Bangalore,2002,Diesel,Manual,Third,13.1,2446,10,"63,000","$5,124 "
Coimbatore,2016,Diesel,Manual,First,15.1,2179,7,"62,946","$15,513 "
Pune,2011,Diesel,Automatic,Second,17.1,1995,5,"62,943","$15,373 "
Coimbatore,2017,Gasoline,Manual,First,18.9,1197,5,"62,788","$8,536 "
Coimbatore,2016,Diesel,Manual,First,20.3,1498,5,"62,767","$13,688 "
Coimbatore,2013,Diesel,Manual,Second,20.5,1598,5,"62,746","$8,283 "
Coimbatore,2012,Diesel,Manual,First,12.1,2179,8,"62,729","$8,873 "
Mumbai,2010,Gasoline,Automatic,First,12.1,2362,5,"62,714","$6,318 "
Hyderabad,2014,Diesel,Manual,First,22.7,1498,5,"62,700","$9,547 "
Jaipur,2013,Gasoline,Manual,Second,20.5,998,5,"62,700","$4,001 "
Jaipur,2017,Diesel,Manual,First,26.2,1248,5,"62,691","$10,529 "
Hyderabad,2016,Diesel,Manual,First,21.2,1396,5,"62,679","$9,757 "
Jaipur,2013,Diesel,Automatic,First,18.9,1995,5,"62,655","$20,357 "
Kochi,2015,Diesel,Manual,First,25.8,1498,5,"62,550","$7,862 "
Delhi,2014,CNG,Manual,First,26.6,998,5,"62,549","$4,142 "
Delhi,2015,Diesel,Manual,Second,23.9,1582,5,"62,542","$9,125 "
Delhi,2014,Gasoline,Manual,First,17.4,1497,5,"62,505","$8,353 "
Pune,2009,Gasoline,Manual,First,20.4,1197,5,"62,500","$2,948 "
Mumbai,2012,Diesel,Automatic,Second,17.7,1968,5,"62,500","$26,674 "
Coimbatore,2014,Gasoline,Manual,First,15.8,1499,5,"62,497","$10,557 "
Chennai,2007,Gasoline,Manual,First,15,1586,5,"62,493","$2,527 "
Delhi,2010,Gasoline,Manual,First,17,1197,5,"62,489","$3,650 "
Hyderabad,2015,Diesel,Manual,First,26.6,1248,5,"62,476","$11,161 "
Kochi,2016,Diesel,Automatic,First,22.7,1995,5,"62,404","$29,945 "
Hyderabad,2008,Gasoline,Manual,First,13.2,1495,5,"62,364","$3,229 "
Delhi,2013,Gasoline,Manual,First,20.4,1197,5,"62,334","$3,861 "
Kochi,2011,Gasoline,Automatic,First,11.7,2354,5,"62,332","$8,269 "
Jaipur,2014,Diesel,Manual,First,23.6,1364,5,"62,322","$6,879 "
Hyderabad,2016,Diesel,Manual,First,28.1,1248,5,"62,287","$11,091 "
Delhi,2012,Gasoline,Automatic,First,17,1197,5,"62,282","$4,071 "
Kochi,2015,Diesel,Automatic,First,14.4,1998,5,"62,242","$9,294 "
Kochi,2016,Diesel,Manual,First,28.4,1248,5,"62,192","$7,328 "
Hyderabad,2013,Diesel,Manual,First,17.2,1396,5,"62,188","$4,142 "
Delhi,2015,Gasoline,Manual,First,18.2,1199,5,"62,178","$6,809 "
Kochi,2013,Diesel,Manual,First,13,2494,7,"62,162","$11,666 "
Delhi,2011,Gasoline,Manual,First,11.7,1796,5,"62,148","$12,354 "
Kolkata,2015,Diesel,Manual,Second,26.2,1248,5,"62,144","$8,072 "
Kochi,2013,Gasoline,Manual,First,18.5,1197,5,"62,132","$6,416 "
Delhi,2011,Diesel,Manual,First,11.5,2982,7,"62,100","$15,092 "
Delhi,2015,Gasoline,Manual,First,18.6,1197,5,"62,088","$5,826 "
Bangalore,2013,Diesel,Manual,First,22.8,1498,5,"62,084","$9,266 "
Kochi,2011,Gasoline,Manual,First,17,1197,5,"62,020","$4,843 "
Kochi,2014,Diesel,Automatic,First,17.7,1968,5,"62,012","$28,247 "
Hyderabad,2012,Diesel,Manual,First,18.3,1991,5,"62,005","$13,758 "
Mumbai,2010,Gasoline,Automatic,Second,14.7,1798,5,"62,004","$5,265 "
Delhi,2010,Gasoline,Manual,First,15.3,1598,5,"62,001","$3,720 "
Hyderabad,2015,Diesel,Manual,First,28.4,1248,5,"62,000","$8,845 "
Delhi,2013,CNG,Manual,First,26.6,998,5,"62,000","$3,931 "
Pune,2016,Diesel,Manual,First,25.8,1498,5,"62,000","$8,564 "
Ahmedabad,2010,Diesel,Manual,First,23,1396,5,"62,000","$3,791 "
Delhi,2014,Diesel,Manual,First,22.3,1582,5,"62,000","$8,002 "
Delhi,2012,Diesel,Manual,First,22.3,1582,5,"62,000","$6,458 "
Chennai,2013,Diesel,Manual,First,22.1,1199,5,"62,000","$7,020 "
Hyderabad,2012,Diesel,Manual,First,22.1,1199,5,"62,000","$6,528 "
Jaipur,2013,Diesel,Manual,First,22.1,1199,5,"62,000","$4,914 "
Delhi,2012,Gasoline,Manual,First,20.4,1197,5,"62,000","$3,510 "
Delhi,2010,Gasoline,Manual,First,20.4,1197,5,"62,000","$3,369 "
Mumbai,2010,Gasoline,Manual,First,20.4,1197,5,"62,000","$2,948 "
Hyderabad,2015,Diesel,Manual,First,20.1,1498,5,"62,000","$8,774 "
Delhi,2011,Gasoline,Manual,First,19.8,1086,5,"62,000","$2,948 "
Bangalore,2013,Diesel,Manual,First,19,1461,5,"62,000","$10,880 "
Bangalore,2016,Gasoline,Manual,First,18.9,998,5,"62,000","$6,247 "
Hyderabad,2014,Diesel,Automatic,First,18.5,1968,5,"62,000","$35,098 "
Mumbai,2016,Gasoline,Manual,First,18.5,1197,5,"62,000","$4,492 "
Bangalore,2012,Diesel,Manual,First,17.8,1248,5,"62,000","$6,318 "
Delhi,2014,Diesel,Manual,First,17.8,1248,5,"62,000","$5,265 "
Delhi,2010,Gasoline,Automatic,First,16.8,1497,5,"62,000","$4,984 "
